sample_id,chromosome,gene,log2,cn,ecDNA_prob,ecDNA_status
P-0017165-T01-IM6-P-0017165-N01-IM6,16,MAPK3,2.19271,10,0.1958335170877814,non-ecDNA
P-0017165-T01-IM6-P-0017165-N01-IM6,16,GRIN2A,2.19271,10,0.3016305120282966,non-ecDNA
P-0017165-T01-IM6-P-0017165-N01-IM6,16,SLX4,2.19271,10,0.22552868915570998,non-ecDNA
P-0017165-T01-IM6-P-0017165-N01-IM6,16,ERCC4,2.19271,10,0.22700966409041182,non-ecDNA
P-0017165-T01-IM6-P-0017165-N01-IM6,16,PLCG2,2.17664,10,0.26938433113853344,non-ecDNA
P-0017165-T01-IM6-P-0017165-N01-IM6,16,CTCF,2.17664,10,0.244543991950418,non-ecDNA
P-0017165-T01-IM6-P-0017165-N01-IM6,16,ANKRD11,2.17664,10,0.27514541250726277,non-ecDNA
P-0017165-T01-IM6-P-0017165-N01-IM6,16,CYLD,2.17664,10,0.237778839743498,non-ecDNA
P-0017165-T01-IM6-P-0017165-N01-IM6,16,NUP93,2.17664,10,0.2571554627470237,non-ecDNA
P-0017165-T01-IM6-P-0017165-N01-IM6,16,FANCA,2.17664,10,0.24541222912372118,non-ecDNA
P-0017165-T01-IM6-P-0017165-N01-IM6,16,CDH1,2.17664,10,0.2514562724617598,non-ecDNA
P-0017165-T01-IM6-P-0017165-N01-IM6,16,CBFB,2.17664,10,0.24278469433798136,non-ecDNA
P-0017165-T01-IM6-P-0017165-N01-IM6,16,ZFHX3,2.17664,10,0.2815420786663417,non-ecDNA
P-0017165-T01-IM6-P-0017165-N01-IM6,21,RUNX1,2.00732,9,0.28847134079805087,non-ecDNA
P-0017165-T01-IM6-P-0017165-N01-IM6,21,ERG,2.00732,9,0.29210572905598486,non-ecDNA
P-0017165-T01-IM6-P-0017165-N01-IM6,21,U2AF1,2.2108,10,0.26913036394028095,non-ecDNA
P-0017165-T01-IM6-P-0017165-N01-IM6,21,ICOSLG,2.2108,10,0.2751824664965366,non-ecDNA
P-0017165-T01-IM6-P-0017165-N01-IM6,21,TMPRSS2,2.2108,10,0.30244304363268165,non-ecDNA
P-0017179-T01-IM6-P-0017179-N01-IM6,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0017194-T01-IM6-P-0017194-N01-IM6,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0017211-T01-IM6-P-0017211-N01-IM6,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0017225-T01-IM6-P-0017225-N01-IM6,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0017230-T01-IM6-P-0017230-N01-IM6,2,MYCN,5.50085,91,0.6066106781101491,ecDNA
P-0017230-T02-IM6-P-0017230-N01-IM6,2,MYCN,6.21228,149,0.6248763813299746,ecDNA
P-0017237-T01-IM6,12,GLI1,3.86428,30,0.44474409563626793,non-ecDNA
P-0017237-T01-IM6,12,CDK4,3.86428,30,0.4082802863772102,non-ecDNA
P-0017237-T01-IM6,12,STAT6,3.86428,30,0.45375536572653685,non-ecDNA
P-0017250-T01-IM6-P-0017250-N01-IM6,1,JAK1,2.14609,9,0.3105766748708682,non-ecDNA
P-0017252-T01-IM6-P-0017252-N01-IM6,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0017254-T01-IM6-P-0017254-N01-IM6,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0017254-T02-IM6-P-0017254-N01-IM6,17,EZH1,2.32255,11,0.29460496187435,non-ecDNA
P-0017254-T02-IM6-P-0017254-N01-IM6,17,BRCA1,2.32255,11,0.3132346142018387,non-ecDNA
P-0017254-T02-IM6-P-0017254-N01-IM6,17,MAP3K14,2.32255,11,0.3003710036191864,non-ecDNA
P-0017254-T02-IM6-P-0017254-N01-IM6,17,STAT5B,2.32255,11,0.3116862852288167,non-ecDNA
P-0017254-T02-IM6-P-0017254-N01-IM6,17,STAT3,2.32255,11,0.3108131549277267,non-ecDNA
P-0017254-T02-IM6-P-0017254-N01-IM6,17,STAT5A,2.32255,11,0.27617425930374856,non-ecDNA
P-0017254-T02-IM6-P-0017254-N01-IM6,17,HOXB13,2.63023,13,0.30713948292445803,non-ecDNA
P-0017254-T02-IM6-P-0017254-N01-IM6,22,EP300,2.00869,9,0.3578703871570059,non-ecDNA
P-0017254-T03-IM7-P-0017254-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0017274-T01-IM6-P-0017274-N01-IM6,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0017290-T01-IM6-P-0017290-N01-IM6,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0017305-T01-IM6-P-0017305-N01-IM6,4,KIT,4.06881,34,0.4843481637243527,non-ecDNA
P-0017305-T01-IM6-P-0017305-N01-IM6,4,PDGFRA,4.06881,34,0.46793900275947753,non-ecDNA
P-0017305-T01-IM6-P-0017305-N01-IM6,4,KDR,4.06881,34,0.4638602262994612,non-ecDNA
P-0017330-T01-IM6-P-0017330-N01-IM6,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0017330-T03-IM6-P-0017330-N01-IM6,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0017371-T01-IM6-P-0017371-N01-IM6,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0017374-T01-IM6-P-0017374-N01-IM6,7,BRAF,1.87318,8,0.43219406592254217,non-ecDNA
P-0017418-T02-IM6-P-0017418-N01-IM6,1,ELF3,1.93172,8,0.15813302954335468,non-ecDNA
P-0017418-T02-IM6-P-0017418-N01-IM6,1,AKT3,1.93172,8,0.25419256330774403,non-ecDNA
P-0017418-T02-IM6-P-0017418-N01-IM6,1,PARP1,1.93172,8,0.20147721162572177,non-ecDNA
P-0017418-T02-IM6-P-0017418-N01-IM6,1,H3P6,1.93172,8,0.165050301875715,non-ecDNA
P-0017418-T02-IM6-P-0017418-N01-IM6,1,COP1,1.93172,8,0.2457457312061907,non-ecDNA
P-0017418-T02-IM6-P-0017418-N01-IM6,1,CDC73,1.93172,8,0.22738810464646433,non-ecDNA
P-0017418-T02-IM6-P-0017418-N01-IM6,1,FH,1.93172,8,0.18378954520257812,non-ecDNA
P-0017418-T02-IM6-P-0017418-N01-IM6,1,H3-4,1.93172,8,0.11370514887228432,non-ecDNA
P-0017418-T02-IM6-P-0017418-N01-IM6,1,IL10,1.93172,8,0.14638397392507918,non-ecDNA
P-0017418-T02-IM6-P-0017418-N01-IM6,1,H3-3A,1.93172,8,0.16699516872067513,non-ecDNA
P-0017418-T02-IM6-P-0017418-N01-IM6,1,IKBKE,1.93172,8,0.18776272115246842,non-ecDNA
P-0017418-T02-IM6-P-0017418-N01-IM6,1,MDM4,1.93172,8,0.19843451440364804,non-ecDNA
P-0017418-T02-IM6-P-0017418-N01-IM6,1,SMYD3,1.93172,8,0.27241646963251276,non-ecDNA
P-0017418-T02-IM6-P-0017418-N01-IM6,2,MYCN,5.4087,85,0.500187792259701,ecDNA
P-0017418-T02-IM6-P-0017418-N01-IM6,7,BRAF,2.07583,9,0.2886593031580588,non-ecDNA
P-0017418-T02-IM6-P-0017418-N01-IM6,7,RHEB,2.07583,9,0.24868824987906415,non-ecDNA
P-0017418-T02-IM6-P-0017418-N01-IM6,7,XRCC2,2.07583,9,0.2338927683942183,non-ecDNA
P-0017418-T02-IM6-P-0017418-N01-IM6,7,EZH2,2.07583,9,0.2587411423585725,non-ecDNA
P-0017418-T02-IM6-P-0017418-N01-IM6,7,KMT2C,2.07583,9,0.2994994420461767,non-ecDNA
P-0017427-T01-IM6-P-0017427-N01-IM6,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0017450-T01-IM6,11,RPS6KB2,2.42648,11,0.2796464673947857,non-ecDNA
P-0017450-T01-IM6,11,FGF3,2.42648,11,0.2891625127975107,non-ecDNA
P-0017450-T01-IM6,11,FGF4,2.42648,11,0.265732487261755,non-ecDNA
P-0017450-T01-IM6,11,FGF19,2.42648,11,0.2743396520643887,non-ecDNA
P-0017450-T01-IM6,11,CCND1,2.42648,11,0.29979900388248143,non-ecDNA
P-0017693-T02-IM6-P-0017693-N01-IM6,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0017728-T01-IM6-P-0017728-N01-IM6,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0017968-T01-IM6-P-0017968-N01-IM6,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0017969-T01-IM6-P-0017969-N01-IM6,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0018004-T01-IM6-P-0018004-N01-IM6,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0018057-T01-IM6-P-0018057-N01-IM6,2,INHA,2.08024,9,0.28823831010590045,non-ecDNA
P-0018057-T01-IM6-P-0018057-N01-IM6,12,GLI1,2.03193,9,0.30119474922311235,non-ecDNA
P-0018057-T01-IM6-P-0018057-N01-IM6,12,CDK4,2.03193,9,0.2707559392655229,non-ecDNA
P-0018057-T01-IM6-P-0018057-N01-IM6,12,MDM2,2.92466,16,0.39534997661177806,non-ecDNA
P-0018057-T01-IM6-P-0018057-N01-IM6,17,MAP2K4,2.02273,9,0.5624917968683102,ecDNA
P-0018072-T01-IM6-P-0018072-N01-IM6,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0018085-T01-IM6-P-0018085-N01-IM6,6,H3C2,1.92012,8,0.2879156562775305,non-ecDNA
P-0018085-T01-IM6-P-0018085-N01-IM6,6,H3C3,1.92012,8,0.28638346648868923,non-ecDNA
P-0018085-T01-IM6-P-0018085-N01-IM6,6,H3C1,1.92012,8,0.28773555873973006,non-ecDNA
P-0018085-T01-IM6-P-0018085-N01-IM6,6,H1-2,1.92012,8,0.2989852437948173,non-ecDNA
P-0018085-T01-IM6-P-0018085-N01-IM6,6,H2BC5,1.92012,8,0.39436795859239404,non-ecDNA
P-0018085-T01-IM6-P-0018085-N01-IM6,6,H3C4,1.92012,8,0.28743316377972256,non-ecDNA
P-0018085-T01-IM6-P-0018085-N01-IM6,9,FANCC,1.80884,8,0.4326967451845745,non-ecDNA
P-0018085-T01-IM6-P-0018085-N01-IM6,15,NTRK3,1.83264,8,0.4745376974730906,non-ecDNA
P-0018155-T01-IM6-P-0018155-N01-IM6,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0018155-T04-IM7-P-0018155-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0018155-T05-IM7-P-0018155-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0018155-T06-IM7-P-0018155-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0018155-T09-IM7-P-0018155-N01-IM7,1,NTRK1,2.50946,12,0.23176697225067816,non-ecDNA
P-0018155-T09-IM7-P-0018155-N01-IM7,1,NUF2,2.50946,12,0.21439082978402782,non-ecDNA
P-0018155-T09-IM7-P-0018155-N01-IM7,1,H3P6,2.50946,12,0.18359977946317274,non-ecDNA
P-0018155-T09-IM7-P-0018155-N01-IM7,1,H3C15,2.50946,12,0.1274281543851301,non-ecDNA
P-0018155-T09-IM7-P-0018155-N01-IM7,1,AKT3,2.50946,12,0.27944708129469265,non-ecDNA
P-0018155-T09-IM7-P-0018155-N01-IM7,1,H3C14,2.50946,12,0.12755620235526835,non-ecDNA
P-0018155-T09-IM7-P-0018155-N01-IM7,1,SDHC,2.50946,12,0.2237978364814938,non-ecDNA
P-0018155-T09-IM7-P-0018155-N01-IM7,1,SETDB1,2.50946,12,0.21766842547086565,non-ecDNA
P-0018155-T09-IM7-P-0018155-N01-IM7,1,SMYD3,2.50946,12,0.2987929262844713,non-ecDNA
P-0018155-T09-IM7-P-0018155-N01-IM7,1,IKBKE,2.50946,12,0.20822978350010718,non-ecDNA
P-0018155-T09-IM7-P-0018155-N01-IM7,1,FH,2.50946,12,0.20393186120121087,non-ecDNA
P-0018155-T09-IM7-P-0018155-N01-IM7,1,H3C13,2.50946,12,0.12578383411744026,non-ecDNA
P-0018155-T09-IM7-P-0018155-N01-IM7,1,H3-4,2.50946,12,0.12736380061497807,non-ecDNA
P-0018155-T09-IM7-P-0018155-N01-IM7,1,SPRTN,2.50946,12,0.1971993493189674,non-ecDNA
P-0018155-T09-IM7-P-0018155-N01-IM7,1,MCL1,2.50946,12,0.1709234282719597,non-ecDNA
P-0018155-T09-IM7-P-0018155-N01-IM7,1,IL10,2.50946,12,0.1632453256720094,non-ecDNA
P-0018155-T09-IM7-P-0018155-N01-IM7,1,PARP1,2.50946,12,0.22303078519511718,non-ecDNA
P-0018155-T09-IM7-P-0018155-N01-IM7,1,DDR2,2.50946,12,0.255503329287839,non-ecDNA
P-0018155-T09-IM7-P-0018155-N01-IM7,1,RIT1,2.50946,12,0.19148783802322628,non-ecDNA
P-0018155-T09-IM7-P-0018155-N01-IM7,1,ELF3,2.50946,12,0.1760688124977891,non-ecDNA
P-0018155-T09-IM7-P-0018155-N01-IM7,1,PGBD5,2.50946,12,0.2460622271549881,non-ecDNA
P-0018155-T09-IM7-P-0018155-N01-IM7,1,H3-3A,2.50946,12,0.18571468440865174,non-ecDNA
P-0018155-T09-IM7-P-0018155-N01-IM7,1,MDM4,2.50946,12,0.219751616326043,non-ecDNA
P-0018155-T09-IM7-P-0018155-N01-IM7,1,COP1,2.50946,12,0.2704551182518098,non-ecDNA
P-0018155-T09-IM7-P-0018155-N01-IM7,1,CDC73,2.50946,12,0.2508518743405035,non-ecDNA
P-0018169-T01-IM6-P-0018169-N01-IM6,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0018170-T01-IM6-P-0018170-N01-IM6,4,PDGFRA,3.44758,22,0.5124046868879027,ecDNA
P-0018170-T01-IM6-P-0018170-N01-IM6,12,MDM2,6.25707,153,0.6971261507497543,ecDNA
P-0018192-T01-IM6-P-0018192-N01-IM6,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0018296-T01-IM6-P-0018296-N01-IM6,17,STAT5A,2.22996,10,0.21230455745789553,non-ecDNA
P-0018296-T01-IM6-P-0018296-N01-IM6,17,SOX9,2.22996,10,0.17699205274367363,non-ecDNA
P-0018296-T01-IM6-P-0018296-N01-IM6,17,STAT3,2.22996,10,0.2417774875349114,non-ecDNA
P-0018296-T01-IM6-P-0018296-N01-IM6,17,RNF43,2.22996,10,0.23785118706954084,non-ecDNA
P-0018296-T01-IM6-P-0018296-N01-IM6,17,RAD51C,2.22996,10,0.16320895145043346,non-ecDNA
P-0018296-T01-IM6-P-0018296-N01-IM6,17,EZH1,2.22996,10,0.2278804461318388,non-ecDNA
P-0018296-T01-IM6-P-0018296-N01-IM6,17,MAP3K14,2.22996,10,0.23280148598149003,non-ecDNA
P-0018296-T01-IM6-P-0018296-N01-IM6,17,AXIN2,2.22996,10,0.2200230529152775,non-ecDNA
P-0018296-T01-IM6-P-0018296-N01-IM6,17,RARA,2.22996,10,0.22997491299316863,non-ecDNA
P-0018296-T01-IM6-P-0018296-N01-IM6,17,MSI2,2.22996,10,0.29246406265328856,non-ecDNA
P-0018296-T01-IM6-P-0018296-N01-IM6,17,ERBB2,2.22996,10,0.2252986329742129,non-ecDNA
P-0018296-T01-IM6-P-0018296-N01-IM6,17,RPTOR,2.22996,10,0.29193707877995506,non-ecDNA
P-0018296-T01-IM6-P-0018296-N01-IM6,17,BRIP1,2.22996,10,0.2671866969911187,non-ecDNA
P-0018296-T01-IM6-P-0018296-N01-IM6,17,BRCA1,2.22996,10,0.24387148658613964,non-ecDNA
P-0018296-T01-IM6-P-0018296-N01-IM6,17,SPOP,2.22996,10,0.2432570078391161,non-ecDNA
P-0018296-T01-IM6-P-0018296-N01-IM6,17,H3-3B,2.22996,10,0.16682294960570984,non-ecDNA
P-0018296-T01-IM6-P-0018296-N01-IM6,17,PRKAR1A,2.22996,10,0.2547851788554909,non-ecDNA
P-0018296-T01-IM6-P-0018296-N01-IM6,17,PPM1D,2.22996,10,0.23828612547001704,non-ecDNA
P-0018296-T01-IM6-P-0018296-N01-IM6,17,HOXB13,2.22996,10,0.17049489530624032,non-ecDNA
P-0018296-T01-IM6-P-0018296-N01-IM6,17,STAT5B,2.22996,10,0.24253197684615585,non-ecDNA
P-0018296-T01-IM6-P-0018296-N01-IM6,17,CD79B,2.22996,10,0.16830366088537987,non-ecDNA
P-0018296-T01-IM6-P-0018296-N01-IM6,17,CDK12,2.22996,10,0.2410167482842392,non-ecDNA
P-0018296-T01-IM6-P-0018296-N01-IM6,17,SRSF2,2.22996,10,0.16651634798463683,non-ecDNA
P-0018310-T01-IM6-P-0018310-N01-IM6,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0018318-T01-IM6,12,RECQL,3.16738,18,0.3652998763949822,non-ecDNA
P-0018318-T01-IM6,12,PIK3C2G,3.16738,18,0.45268062187665925,non-ecDNA
P-0018318-T01-IM6,12,CDK4,3.90215,30,0.40706154051888743,non-ecDNA
P-0018318-T01-IM6,17,STAT5A,3.16025,18,0.47924189395771466,non-ecDNA
P-0018318-T01-IM6,17,STAT3,3.16025,18,0.511566394679764,ecDNA
P-0018318-T01-IM6,17,STAT5B,3.16025,18,0.5122430088536484,ecDNA
P-0018318-T01-IM6,19,GNA11,2.10812,9,0.3048505851596148,non-ecDNA
P-0018318-T01-IM6,19,TCF3,2.10812,9,0.31687509099179745,non-ecDNA
P-0018318-T01-IM6,19,STK11,2.10812,9,0.29647026235158425,non-ecDNA
P-0018318-T01-IM6,19,DOT1L,2.10812,9,0.33169028720628707,non-ecDNA
P-0018318-T01-IM6,19,GNA11,2.72915,14,0.30006659728867824,non-ecDNA
P-0018318-T01-IM6,19,DNMT1,2.72915,14,0.3234659455790801,non-ecDNA
P-0018318-T01-IM6,19,DNAJB1,2.72915,14,0.2342391794579264,non-ecDNA
P-0018318-T01-IM6,19,MAP2K2,2.72915,14,0.3042023583982978,non-ecDNA
P-0018318-T01-IM6,19,SMARCA4,2.72915,14,0.3398263105279174,non-ecDNA
P-0018318-T01-IM6,19,INSR,2.72915,14,0.3595730062698275,non-ecDNA
P-0018318-T01-IM6,19,PTPRS,2.72915,14,0.3495297827413869,non-ecDNA
P-0018318-T01-IM6,19,CALR,2.72915,14,0.25186439959173884,non-ecDNA
P-0018318-T01-IM6,19,CARM1,2.72915,14,0.3176667262445087,non-ecDNA
P-0018318-T01-IM6,19,KEAP1,2.72915,14,0.28333758077686805,non-ecDNA
P-0018318-T01-IM6,19,BABAM1,2.4032,11,0.2880858213344785,non-ecDNA
P-0018318-T01-IM6,19,PIK3R2,2.4032,11,0.29958408110240414,non-ecDNA
P-0018318-T01-IM6,19,MEF2B,2.4032,11,0.3106924608111254,non-ecDNA
P-0018318-T01-IM6,19,UPF1,2.4032,11,0.32304962390700376,non-ecDNA
P-0018318-T01-IM6,19,JAK3,2.4032,11,0.3087052011644857,non-ecDNA
P-0018492-T01-IM6-P-0018492-N01-IM6,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0018496-T01-IM6-P-0018496-N01-IM6,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0018508-T01-IM6-P-0018508-N01-IM6,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0018512-T01-IM6-P-0018512-N01-IM6,1,MCL1,2.27015,10,0.2830220601709888,non-ecDNA
P-0018512-T01-IM6-P-0018512-N01-IM6,1,H3C14,2.27015,10,0.21877588636619055,non-ecDNA
P-0018512-T01-IM6-P-0018512-N01-IM6,1,H3C13,2.27015,10,0.21605058907789865,non-ecDNA
P-0018512-T01-IM6-P-0018512-N01-IM6,1,H3C15,2.27015,10,0.2185792603812004,non-ecDNA
P-0018512-T01-IM6-P-0018512-N01-IM6,7,KMT2C,2.36796,11,0.4472019754809306,non-ecDNA
P-0018512-T01-IM6-P-0018512-N01-IM6,7,RHEB,2.36796,11,0.39050533054240133,non-ecDNA
P-0018512-T01-IM6-P-0018512-N01-IM6,7,KMT2C,1.92348,8,0.3936401956648643,non-ecDNA
P-0018512-T01-IM6-P-0018512-N01-IM6,7,XRCC2,1.92348,8,0.3267063445788445,non-ecDNA
P-0018512-T01-IM6-P-0018512-N01-IM6,17,NCOR1,2.26442,10,0.3389737868457373,non-ecDNA
P-0018512-T01-IM6-P-0018512-N01-IM6,17,FLCN,2.26442,10,0.2758770711730353,non-ecDNA
P-0018519-T01-IM6-P-0018519-N01-IM6,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0018530-T01-IM6-P-0018530-N01-IM6,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0018594-T03-IM6-P-0018594-N01-IM6,22,CHEK2,1.99384,8,0.3609909635124771,non-ecDNA
P-0018594-T03-IM6-P-0018594-N01-IM6,22,ZNRF3,1.99384,8,0.39626466242055064,non-ecDNA
P-0018594-T03-IM6-P-0018594-N01-IM6,22,EWSR1,1.99384,8,0.3444779074577581,non-ecDNA
P-0018597-T01-IM6-P-0018597-N01-IM6,2,TMEM127,2.20791,10,0.3023405486051448,non-ecDNA
P-0018663-T01-IM6-P-0018663-N01-IM6,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0018694-T01-IM6-P-0018694-N01-IM6,1,NOTCH2,1.91016,8,0.34608666615869915,non-ecDNA
P-0018718-T01-IM6-P-0018718-N01-IM6,5,MAP3K1,2.52939,12,0.4203394785712652,non-ecDNA
P-0018718-T01-IM6-P-0018718-N01-IM6,5,PLK2,1.80884,8,0.26734673024249345,non-ecDNA
P-0018718-T04-IM6-P-0018718-N01-IM6,5,MAP3K1,2.98735,16,0.4564170003130952,non-ecDNA
P-0018718-T04-IM6-P-0018718-N01-IM6,5,PLK2,2.05303,9,0.2855604736317013,non-ecDNA
P-0018718-T04-IM6-P-0018718-N01-IM6,13,IRS2,2.14094,9,0.2831048919001908,non-ecDNA
P-0018770-T02-IM6-P-0018770-N01-IM6,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0018770-T04-IM6-P-0018770-N01-IM6,2,STAT1,1.84754,8,0.3192025184196114,non-ecDNA
P-0018770-T04-IM6-P-0018770-N01-IM6,2,PMS1,1.84754,8,0.3428881751901021,non-ecDNA
P-0018770-T04-IM6-P-0018770-N01-IM6,8,MYC,4.63574,50,0.5183474101940285,ecDNA
P-0018770-T04-IM6-P-0018770-N01-IM6,12,MDM2,5.36164,83,0.6439710380407945,ecDNA
P-0018838-T01-IM6-P-0018838-N01-IM6,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0018919-T01-IM6-P-0018919-N01-IM6,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0018975-T01-IM6-P-0018975-N01-IM6,19,KMT2B,2.61093,13,0.3477231366874183,non-ecDNA
P-0018975-T01-IM6-P-0018975-N01-IM6,19,AKT2,2.00774,9,0.3070154484210244,non-ecDNA
P-0018993-T01-IM6-P-0018993-N01-IM6,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0019053-T01-IM6-P-0019053-N01-IM6,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0019074-T01-IM6-P-0019074-N01-IM6,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0019080-T02-IM6-P-0019080-N01-IM6,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0019127-T01-IM6-P-0019127-N01-IM6,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0019140-T01-IM6-P-0019140-N01-IM6,2,TMEM127,4.02568,33,0.43568932427028806,non-ecDNA
P-0019140-T01-IM6-P-0019140-N01-IM6,12,STAT6,2.61641,13,0.3871648094625162,non-ecDNA
P-0019140-T01-IM6-P-0019140-N01-IM6,12,MDM2,2.11628,9,0.2603537344470188,non-ecDNA
P-0019140-T01-IM6-P-0019140-N01-IM6,12,CDK4,2.11628,9,0.2045965756455363,non-ecDNA
P-0019140-T01-IM6-P-0019140-N01-IM6,17,ALOX12B,3.90324,30,0.47413732933744573,non-ecDNA
P-0019140-T01-IM6-P-0019140-N01-IM6,17,MAP2K4,2.77117,14,0.4011341044459427,non-ecDNA
P-0019140-T01-IM6-P-0019140-N01-IM6,17,AURKB,2.77117,14,0.2970088718681529,non-ecDNA
P-0019140-T01-IM6-P-0019140-N01-IM6,17,NCOR1,4.32969,41,0.5218062977416047,ecDNA
P-0019140-T01-IM6-P-0019140-N01-IM6,17,FLCN,2.9522,16,0.40139907401735714,non-ecDNA
P-0019201-T01-IM6-P-0019201-N01-IM6,2,MYCN,5.51806,92,0.6193883597718328,ecDNA
P-0019286-T01-IM6-P-0019286-N01-IM6,20,BCL2L1,2.02229,9,0.39788224941372163,non-ecDNA
P-0019327-T01-IM6-P-0019327-N01-IM6,19,STK11,2.04789,9,0.3427718170862943,non-ecDNA
P-0019327-T01-IM6-P-0019327-N01-IM6,19,CCNE1,2.146,9,0.28814371031202557,non-ecDNA
P-0019327-T03-IM6-P-0019327-N01-IM6,19,STK11,1.85034,8,0.32525591693475103,non-ecDNA
P-0019327-T03-IM6-P-0019327-N01-IM6,19,PTPRS,1.81743,8,0.35838409997947973,non-ecDNA
P-0019327-T03-IM6-P-0019327-N01-IM6,19,INSR,1.81743,8,0.36792436093535535,non-ecDNA
P-0019327-T03-IM6-P-0019327-N01-IM6,19,CARM1,1.92811,8,0.2832883708330487,non-ecDNA
P-0019327-T03-IM6-P-0019327-N01-IM6,19,KEAP1,1.92811,8,0.251433281937159,non-ecDNA
P-0019327-T03-IM6-P-0019327-N01-IM6,19,SMARCA4,1.92811,8,0.30391389444655387,non-ecDNA
P-0019327-T03-IM6-P-0019327-N01-IM6,19,DNAJB1,1.92811,8,0.20631815530126935,non-ecDNA
P-0019327-T03-IM6-P-0019327-N01-IM6,19,CALR,1.92811,8,0.22244320802238282,non-ecDNA
P-0019327-T03-IM6-P-0019327-N01-IM6,19,DNMT1,1.92811,8,0.2886849935233803,non-ecDNA
P-0019327-T03-IM6-P-0019327-N01-IM6,19,UPF1,1.85721,8,0.37184801920450594,non-ecDNA
P-0019327-T03-IM6-P-0019327-N01-IM6,19,CCNE1,1.99162,8,0.2700717725369395,non-ecDNA
P-0019361-T01-IM6-P-0019361-N01-IM6,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0019511-T01-IM6-P-0019511-N01-IM6,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0019523-T02-IM6-P-0019523-N01-IM6,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0019531-T01-IM6-P-0019531-N01-IM6,13,FOXO1,2.8878,15,0.4257445197031433,non-ecDNA
P-0019531-T05-IM6-P-0019531-N01-IM6,2,MYCN,5.55164,94,0.563653859148384,ecDNA
P-0019531-T05-IM6-P-0019531-N01-IM6,13,FOXO1,3.87062,30,0.5269588950792246,ecDNA
P-0019578-T01-IM6-P-0019578-N01-IM6,6,H1-2,1.89064,8,0.22511045323185597,non-ecDNA
P-0019578-T01-IM6-P-0019578-N01-IM6,6,H2BC5,1.89064,8,0.3091863016910015,non-ecDNA
P-0019578-T01-IM6-P-0019578-N01-IM6,6,H3C2,1.89064,8,0.2159054395674751,non-ecDNA
P-0019578-T01-IM6-P-0019578-N01-IM6,6,H3C3,1.89064,8,0.21463777633510006,non-ecDNA
P-0019578-T01-IM6-P-0019578-N01-IM6,6,H3C1,1.89064,8,0.21575635536319712,non-ecDNA
P-0019578-T01-IM6-P-0019578-N01-IM6,12,CDKN1B,1.95988,8,0.2670459548568708,non-ecDNA
P-0019578-T01-IM6-P-0019578-N01-IM6,12,ETV6,1.95988,8,0.38767366117469393,non-ecDNA
P-0019578-T01-IM6-P-0019578-N01-IM6,22,EWSR1,2.03686,9,0.47058068021813626,non-ecDNA
